字典值,字典名称,字典中文名称,字典英文名称,字典枚举描述,父级字典值,类型代码,类型名称,是否有效,数据来源 0：新系统 1：老系统,导入时间
211071,船龄25年以上，航区为长江航段，自重300T以上,,,船龄25年以上，航区为长江航段，自重300T以上,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211072,船龄20年以下，航区为珠江航段，自重300T以下,,,船龄20年以下，航区为珠江航段，自重300T以下,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211073,船龄20年以下，航区为珠江航段，自重300T以上,,,船龄20年以下，航区为珠江航段，自重300T以上,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
211074,船龄20-25年，航区为珠江航段，自重300T以下,,,船龄20-25年，航区为珠江航段，自重300T以下,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301003,一般标的水渍风险较高火灾风险低,,,一般标的水渍风险较高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301004,一般标的水渍风险高火灾风险低,,,一般标的水渍风险高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301005,一般标的水渍风险低火灾风险一般,,,一般标的水渍风险低火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301006,一般标的水渍风险一般火灾风险一般,,,一般标的水渍风险一般火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301007,一般标的水渍风险较高火灾风险一般,,,一般标的水渍风险较高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301008,一般标的水渍风险高火灾风险一般,,,一般标的水渍风险高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301009,一般标的水渍风险低火灾风险较高,,,一般标的水渍风险低火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301010,一般标的水渍风险一般火灾风险较高,,,一般标的水渍风险一般火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301011,一般标的水渍风险较高火灾风险较高,,,一般标的水渍风险较高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301012,一般标的水渍风险高火灾风险较高,,,一般标的水渍风险高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301013,一般标的水渍风险低火灾风险高,,,一般标的水渍风险低火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301014,一般标的水渍风险一般火灾风险高,,,一般标的水渍风险一般火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301015,一般标的水渍风险较高火灾风险高,,,一般标的水渍风险较高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301016,一般标的水渍风险高火灾风险高,,,一般标的水渍风险高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301017,油漆/轮胎水渍风险低火灾风险低,,,油漆/轮胎水渍风险低火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301018,油漆/轮胎水渍风险一般火灾风险低,,,油漆/轮胎水渍风险一般火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301019,油漆/轮胎水渍风险较高火灾风险低,,,油漆/轮胎水渍风险较高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301020,油漆/轮胎水渍风险高火灾风险低,,,油漆/轮胎水渍风险高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301021,油漆/轮胎水渍风险低火灾风险一般,,,油漆/轮胎水渍风险低火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301022,油漆/轮胎水渍风险一般火灾风险一般,,,油漆/轮胎水渍风险一般火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301023,油漆/轮胎水渍风险较高火灾风险一般,,,油漆/轮胎水渍风险较高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301024,油漆/轮胎水渍风险高火灾风险一般,,,油漆/轮胎水渍风险高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301025,油漆/轮胎水渍风险低火灾风险较高,,,油漆/轮胎水渍风险低火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301026,油漆/轮胎水渍风险一般火灾风险较高,,,油漆/轮胎水渍风险一般火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301027,油漆/轮胎水渍风险较高火灾风险较高,,,油漆/轮胎水渍风险较高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301028,油漆/轮胎水渍风险高火灾风险较高,,,油漆/轮胎水渍风险高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301029,油漆/轮胎水渍风险低火灾风险高,,,油漆/轮胎水渍风险低火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301030,油漆/轮胎水渍风险一般火灾风险高,,,油漆/轮胎水渍风险一般火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301031,油漆/轮胎水渍风险较高火灾风险高,,,油漆/轮胎水渍风险较高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301032,油漆/轮胎水渍风险高火灾风险高,,,油漆/轮胎水渍风险高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301033,纸浆及造纸水渍风险低火灾风险低,,,纸浆及造纸水渍风险低火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01165,一般标的 商业用户,,,一般标的 商业用户,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301034,纸浆及造纸水渍风险一般火灾风险低,,,纸浆及造纸水渍风险一般火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301035,纸浆及造纸水渍风险较高火灾风险低,,,纸浆及造纸水渍风险较高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301036,纸浆及造纸水渍风险高火灾风险低,,,纸浆及造纸水渍风险高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301037,纸浆及造纸水渍风险低火灾风险一般,,,纸浆及造纸水渍风险低火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301038,纸浆及造纸水渍风险一般火灾风险一般,,,纸浆及造纸水渍风险一般火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301039,纸浆及造纸水渍风险较高火灾风险一般,,,纸浆及造纸水渍风险较高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301040,纸浆及造纸水渍风险高火灾风险一般,,,纸浆及造纸水渍风险高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301041,纸浆及造纸水渍风险低火灾风险较高,,,纸浆及造纸水渍风险低火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301042,纸浆及造纸水渍风险一般火灾风险较高,,,纸浆及造纸水渍风险一般火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301043,纸浆及造纸水渍风险较高火灾风险较高,,,纸浆及造纸水渍风险较高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301044,纸浆及造纸水渍风险高火灾风险较高,,,纸浆及造纸水渍风险高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301045,纸浆及造纸水渍风险低火灾风险高,,,纸浆及造纸水渍风险低火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301046,纸浆及造纸水渍风险一般火灾风险高,,,纸浆及造纸水渍风险一般火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301047,纸浆及造纸水渍风险较高火灾风险高,,,纸浆及造纸水渍风险较高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301048,纸浆及造纸水渍风险高火灾风险高,,,纸浆及造纸水渍风险高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301049,纺织业水渍风险低火灾风险低,,,纺织业水渍风险低火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301050,纺织业水渍风险一般火灾风险低,,,纺织业水渍风险一般火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301051,纺织业水渍风险较高火灾风险低,,,纺织业水渍风险较高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301052,纺织业水渍风险高火灾风险低,,,纺织业水渍风险高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301053,纺织业水渍风险低火灾风险一般,,,纺织业水渍风险低火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301054,纺织业水渍风险一般火灾风险一般,,,纺织业水渍风险一般火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301055,纺织业水渍风险较高火灾风险一般,,,纺织业水渍风险较高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301056,纺织业水渍风险高火灾风险一般,,,纺织业水渍风险高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301057,纺织业水渍风险低火灾风险较高,,,纺织业水渍风险低火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301058,纺织业水渍风险一般火灾风险较高,,,纺织业水渍风险一般火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301059,纺织业水渍风险较高火灾风险较高,,,纺织业水渍风险较高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301060,纺织业水渍风险高火灾风险较高,,,纺织业水渍风险高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301061,纺织业水渍风险低火灾风险高,,,纺织业水渍风险低火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301062,纺织业水渍风险一般火灾风险高,,,纺织业水渍风险一般火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301063,纺织业水渍风险较高火灾风险高,,,纺织业水渍风险较高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301064,纺织业水渍风险高火灾风险高,,,纺织业水渍风险高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301065,仓储类(仓储总保额>50％)水渍风险低火灾风险低,,,仓储类(仓储总保额>50％)水渍风险低火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301066,仓储类(仓储总保额>50％)水渍风险一般火灾风险低,,,仓储类(仓储总保额>50％)水渍风险一般火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301067,仓储类(仓储总保额>50％)水渍风险较高火灾风险低,,,仓储类(仓储总保额>50％)水渍风险较高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301068,仓储类(仓储总保额>50％)水渍风险高火灾风险低,,,仓储类(仓储总保额>50％)水渍风险高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301069,仓储类(仓储总保额>50％)水渍风险低火灾风险一般,,,仓储类(仓储总保额>50％)水渍风险低火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301070,仓储类(仓储总保额>50％)水渍风险一般火灾风险一般,,,仓储类(仓储总保额>50％)水渍风险一般火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301071,仓储类(仓储总保额>50％)水渍风险较高火灾风险一般,,,仓储类(仓储总保额>50％)水渍风险较高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301072,仓储类(仓储总保额>50％)水渍风险高火灾风险一般,,,仓储类(仓储总保额>50％)水渍风险高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301073,仓储类(仓储总保额>50％)水渍风险低火灾风险较高,,,仓储类(仓储总保额>50％)水渍风险低火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301074,仓储类(仓储总保额>50％)水渍风险一般火灾风险较高,,,仓储类(仓储总保额>50％)水渍风险一般火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301075,仓储类(仓储总保额>50％)水渍风险较高火灾风险较高,,,仓储类(仓储总保额>50％)水渍风险较高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301076,仓储类(仓储总保额>50％)水渍风险高火灾风险较高,,,仓储类(仓储总保额>50％)水渍风险高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301077,仓储类(仓储总保额>50％)水渍风险低火灾风险高,,,仓储类(仓储总保额>50％)水渍风险低火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301078,仓储类(仓储总保额>50％)水渍风险一般火灾风险高,,,仓储类(仓储总保额>50％)水渍风险一般火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301079,仓储类(仓储总保额>50％)水渍风险较高火灾风险高,,,仓储类(仓储总保额>50％)水渍风险较高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301080,仓储类(仓储总保额>50％)水渍风险高火灾风险高,,,仓储类(仓储总保额>50％)水渍风险高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301081,化工厂水渍风险低火灾风险低,,,化工厂水渍风险低火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301082,化工厂水渍风险一般火灾风险低,,,化工厂水渍风险一般火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301083,化工厂水渍风险较高火灾风险低,,,化工厂水渍风险较高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301084,化工厂水渍风险高火灾风险低,,,化工厂水渍风险高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301085,化工厂水渍风险低火灾风险一般,,,化工厂水渍风险低火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301086,化工厂水渍风险一般火灾风险一般,,,化工厂水渍风险一般火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301087,化工厂水渍风险较高火灾风险一般,,,化工厂水渍风险较高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301088,化工厂水渍风险高火灾风险一般,,,化工厂水渍风险高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301089,化工厂水渍风险低火灾风险较高,,,化工厂水渍风险低火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301090,化工厂水渍风险一般火灾风险较高,,,化工厂水渍风险一般火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301091,化工厂水渍风险较高火灾风险较高,,,化工厂水渍风险较高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301092,化工厂水渍风险高火灾风险较高,,,化工厂水渍风险高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301093,化工厂水渍风险低火灾风险高,,,化工厂水渍风险低火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301094,化工厂水渍风险一般火灾风险高,,,化工厂水渍风险一般火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301095,化工厂水渍风险较高火灾风险高,,,化工厂水渍风险较高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301096,化工厂水渍风险高火灾风险高,,,化工厂水渍风险高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301097,电厂(不含联合循环电厂和水电厂)水渍低火灾低,,,电厂(不含联合循环电厂和水电厂)水渍低火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301098,电厂(不含联合循环电厂和水电厂)水渍一般火灾低,,,电厂(不含联合循环电厂和水电厂)水渍一般火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301099,电厂(不含联合循环电厂和水电厂)水渍较高火灾低,,,电厂(不含联合循环电厂和水电厂)水渍较高火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301100,电厂(不含联合循环电厂和水电厂)水渍高火灾低,,,电厂(不含联合循环电厂和水电厂)水渍高火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301101,电厂(不含联合循环电厂和水电厂)水渍低火灾一般,,,电厂(不含联合循环电厂和水电厂)水渍低火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301102,电厂(不含联合循环电厂和水电厂)水渍一般火灾一般,,,电厂(不含联合循环电厂和水电厂)水渍一般火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301103,电厂(不含联合循环电厂和水电厂)水渍较高火灾一般,,,电厂(不含联合循环电厂和水电厂)水渍较高火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301104,电厂(不含联合循环电厂和水电厂)水渍高火灾一般,,,电厂(不含联合循环电厂和水电厂)水渍高火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301105,电厂(不含联合循环电厂和水电厂)水渍低火灾较高,,,电厂(不含联合循环电厂和水电厂)水渍低火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301106,电厂(不含联合循环电厂和水电厂)水渍一般火灾较高,,,电厂(不含联合循环电厂和水电厂)水渍一般火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301107,电厂(不含联合循环电厂和水电厂)水渍较高火灾较高,,,电厂(不含联合循环电厂和水电厂)水渍较高火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301108,电厂(不含联合循环电厂和水电厂)水渍高火灾较高,,,电厂(不含联合循环电厂和水电厂)水渍高火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301109,电厂(不含联合循环电厂和水电厂)水渍低火灾高,,,电厂(不含联合循环电厂和水电厂)水渍低火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301110,电厂(不含联合循环电厂和水电厂)水渍一般火灾高,,,电厂(不含联合循环电厂和水电厂)水渍一般火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301111,电厂(不含联合循环电厂和水电厂)水渍较高火灾高,,,电厂(不含联合循环电厂和水电厂)水渍较高火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301112,电厂(不含联合循环电厂和水电厂)水渍高火灾高,,,电厂(不含联合循环电厂和水电厂)水渍高火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301113,循环电厂(单机组功率=<150MW)水渍低火灾低,,,循环电厂(单机组功率=<150MW)水渍低火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301114,循环电厂(单机组功率=<150MW)水渍一般火灾低,,,循环电厂(单机组功率=<150MW)水渍一般火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301115,循环电厂(单机组功率=<150MW)水渍较高火灾低,,,循环电厂(单机组功率=<150MW)水渍较高火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301116,循环电厂(单机组功率=<150MW)水渍高火灾低,,,循环电厂(单机组功率=<150MW)水渍高火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301117,循环电厂(单机组功率=<150MW)水渍低火灾一般,,,循环电厂(单机组功率=<150MW)水渍低火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301118,循环电厂(单机组功率=<150MW)水渍一般火灾一般,,,循环电厂(单机组功率=<150MW)水渍一般火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301161,"水电厂,8年以下,替换性好",,,"水电厂,8年以下,替换性好",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301119,循环电厂(单机组功率=<150MW)水渍较高火灾一般,,,循环电厂(单机组功率=<150MW)水渍较高火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301120,循环电厂(单机组功率=<150MW)水渍高火灾一般,,,循环电厂(单机组功率=<150MW)水渍高火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301121,循环电厂(单机组功率=<150MW)水渍低火灾较高,,,循环电厂(单机组功率=<150MW)水渍低火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301122,循环电厂(单机组功率=<150MW)水渍一般火灾较高,,,循环电厂(单机组功率=<150MW)水渍一般火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301123,循环电厂(单机组功率=<150MW)水渍较高火灾较高,,,循环电厂(单机组功率=<150MW)水渍较高火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301124,循环电厂(单机组功率=<150MW)水渍高火灾较高,,,循环电厂(单机组功率=<150MW)水渍高火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301125,循环电厂(单机组功率=<150MW)水渍低火灾高,,,循环电厂(单机组功率=<150MW)水渍低火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301126,循环电厂(单机组功率=<150MW)水渍一般火灾高,,,循环电厂(单机组功率=<150MW)水渍一般火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301127,循环电厂(单机组功率=<150MW)水渍较高火灾高,,,循环电厂(单机组功率=<150MW)水渍较高火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301128,循环电厂(单机组功率=<150MW)水渍高火灾高,,,循环电厂(单机组功率=<150MW)水渍高火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301129,水电厂水渍风险低火灾风险低,,,水电厂水渍风险低火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301130,水电厂水渍风险一般火灾风险低,,,水电厂水渍风险一般火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301131,水电厂水渍风险较高火灾风险低,,,水电厂水渍风险较高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301132,水电厂水渍风险高火灾风险低,,,水电厂水渍风险高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301133,水电厂水渍风险低火灾风险一般,,,水电厂水渍风险低火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301134,水电厂水渍风险一般火灾风险一般,,,水电厂水渍风险一般火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301135,水电厂水渍风险较高火灾风险一般,,,水电厂水渍风险较高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301136,水电厂水渍风险高火灾风险一般,,,水电厂水渍风险高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301137,水电厂水渍风险低火灾风险较高,,,水电厂水渍风险低火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301138,水电厂水渍风险一般火灾风险较高,,,水电厂水渍风险一般火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301139,水电厂水渍风险较高火灾风险较高,,,水电厂水渍风险较高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301140,水电厂水渍风险高火灾风险较高,,,水电厂水渍风险高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301141,水电厂水渍风险低火灾风险高,,,水电厂水渍风险低火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301142,水电厂水渍风险一般火灾风险高,,,水电厂水渍风险一般火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301143,水电厂水渍风险较高火灾风险高,,,水电厂水渍风险较高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
301144,水电厂水渍风险高火灾风险高,,,水电厂水渍风险高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
309001,建筑地质条件好施工单位资质甲水渍风险低,,,建筑地质条件好施工单位资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
309002,建筑地质条件好施工单位资质甲水渍风险中,,,建筑地质条件好施工单位资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
309003,建筑地质条件好施工单位资质甲水渍风险高,,,建筑地质条件好施工单位资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
